amount,txn_count,distance,ip_risk,failed_logins,fraud
87429,14,8754,47,0,0
40374,19,5430,90,0,0
85465,28,2835,27,3,0
76022,1,435,7,4,0
34574,5,5726,58,1,0
39215,10,6157,26,1,0
77197,19,6513,84,4,1
97382,27,2304,98,4,1
36089,8,4375,59,0,0
45991,19,1593,23,3,0
72108,24,1591,80,0,0
78100,13,7241,79,0,1
67236,5,6072,9,3,0
82729,28,794,28,2,0
60711,11,8277,64,1,1
42182,3,5310,12,2,0
95320,21,5414,15,1,0
66432,16,7189,17,0,0
73302,18,6585,37,3,0
5385,12,7371,84,0,0
35300,26,4867,63,4,0
51322,9,1782,83,4,0
63953,20,9107,62,2,1
21054,7,1380,76,2,0
31761,2,801,92,1,0
5367,8,3258,31,4,0
18572,9,9204,9,4,0
53113,16,2592,66,1,1
91377,27,6438,98,3,1
30584,24,2862,43,3,0
57489,12,6228,31,0,0
9743,7,2568,73,1,0
13300,20,5165,37,1,0
21391,17,9766,99,3,0
1866,6,9635,58,0,0
48428,6,7181,59,3,0
20865,20,5988,2,1,0
52871,8,6061,9,0,0
5552,18,6095,32,1,0
86158,29,9567,78,4,1
78866,19,1371,9,4,0
22664,11,8284,52,0,0
95359,4,832,18,0,0
71174,4,8456,88,3,1
48498,7,1530,17,3,0
54683,14,2479,79,4,1
68723,5,7426,92,0,1
24780,22,5787,31,0,0
3591,15,3393,50,4,0
38500,8,9082,28,1,0
9081,9,4940,19,0,0
24341,27,1019,34,2,0
3757,15,2297,7,3,0
42440,15,7868,52,1,0
88187,26,1405,90,1,0
84084,21,2766,2,4,0
79486,9,1712,74,0,0
90809,23,6087,73,2,1
76859,29,3668,71,2,1
68458,28,851,63,3,0
49551,7,9670,25,0,0
1182,13,8168,86,0,0
36819,22,8968,45,1,0
14139,28,7158,60,1,0
48997,2,9520,56,3,0
85827,28,1847,28,0,0
12903,26,4132,50,2,0
34660,17,1735,62,4,0
48886,7,5282,99,0,0
31795,8,4082,47,2,0
90441,18,8370,89,1,1
83633,14,2841,4,1,0
17329,26,9409,61,3,0
3245,10,7803,88,1,0
57888,28,923,40,0,0
38626,1,8132,71,0,0
91379,5,5931,89,0,1
6166,13,9088,24,2,0
79958,17,2061,62,2,1
2487,1,8032,8,4,0
33995,19,7366,44,3,0
45514,16,9365,86,1,0
98403,10,4560,65,0,1
86913,26,437,19,4,0
67256,17,4309,53,0,0
74955,13,1404,71,0,0
29476,5,5762,59,0,0
26963,22,805,31,3,0
58054,16,6918,15,4,0
70003,20,3372,42,1,0
96419,29,7811,9,2,0
91644,22,8698,46,0,0
94366,21,7062,29,0,0
34464,5,680,75,0,0
12120,10,8510,54,3,0
24465,5,3697,22,1,0
52248,6,7328,11,1,0
68178,7,5367,98,3,1
40278,12,5542,67,1,0
43415,5,6027,25,2,0
72454,22,5029,86,2,1
86723,3,9439,72,3,1
68199,18,8499,68,3,1
28893,9,4688,26,0,0
16542,13,9766,19,4,0
84582,5,6642,46,0,0
10066,7,1422,6,4,0
95858,20,840,34,0,0
5059,26,1651,69,3,0
27315,7,6279,50,1,0
94693,15,5902,31,1,0
79136,9,5646,5,2,0
52043,5,704,29,2,0
81108,22,4960,36,2,0
1401,2,7697,76,0,0
22555,17,7882,92,0,0
82518,18,8621,96,1,1
67741,18,5328,81,3,1
56389,10,2629,85,2,1
79030,13,1068,99,3,0
29264,19,4067,52,3,0
48699,3,172,51,2,0
9435,4,5857,66,4,0
3677,29,4077,30,1,0
51969,19,8438,88,3,1
56780,17,2378,82,2,1
87210,25,7896,79,0,1
72589,23,6324,4,3,0
35944,9,620,87,4,0
12744,29,3915,55,2,0
52848,14,4040,25,1,0
7382,12,3308,82,1,0
34655,18,9358,15,1,0
27393,18,3056,77,3,0
6420,18,4643,23,1,0
80068,6,4467,61,3,1
25827,29,1282,85,3,0
11091,10,5668,32,4,0
3981,21,2414,9,2,0
92858,18,4785,2,2,0
59502,18,5627,35,1,0
74738,11,5451,31,3,0
4607,25,8284,25,2,0
73663,1,9147,69,1,1
52229,4,4290,18,4,0
91478,5,7444,66,2,1
26273,26,3762,38,3,0
37293,22,3831,81,2,0
21046,17,6564,96,1,0
36955,26,9083,52,3,0
35839,14,5540,70,0,0
21411,12,3645,94,3,0
84866,27,9625,69,4,1
70358,27,783,7,2,0
77682,5,7251,39,2,0
45366,25,5724,81,1,0
62966,11,8527,10,2,0
1210,3,62,3,1,0
84220,11,1684,58,4,0
96185,18,8057,79,1,1
23898,20,8733,96,1,0
56978,23,5170,87,3,1
53719,17,8131,85,4,1
85927,1,6735,57,0,0
49449,7,7852,63,0,0
56714,19,3693,26,3,0
20473,13,9964,91,2,0
97549,20,6656,63,4,1
95451,9,2722,39,0,0
41948,12,6821,65,0,0
61045,13,1501,96,0,0
52533,16,4090,74,3,1
87620,23,6056,5,1,0
18882,7,6609,92,4,0
72136,15,3826,25,4,0
50121,2,3872,21,3,0
89615,19,4834,14,3,0
80391,19,2825,71,4,1
50238,12,3491,13,0,0
8025,4,4469,3,1,0
74358,28,6248,7,0,0
7983,29,814,15,2,0
33650,19,4056,8,4,0
93985,19,3140,78,3,1
90729,23,5638,99,4,1
57390,3,1866,97,2,0
58349,1,8164,67,4,1
72079,13,4760,44,0,0
83011,13,8047,76,2,1
52856,28,8627,21,2,0
80353,21,9665,76,1,1
68273,6,7745,86,1,1
10907,11,6403,42,3,0
15165,26,8032,10,1,0
81146,28,8817,30,4,0
25754,17,8738,44,2,0
34937,7,8809,21,3,0
96654,12,4143,19,4,0
73778,29,754,45,3,0
70740,4,7344,87,3,1
11302,10,8360,86,0,0
24376,19,9679,58,0,0
82363,23,3082,42,3,0
1632,11,1654,16,4,0
71980,15,9107,31,0,0
75288,7,6390,90,2,1
36609,26,86,55,0,0
79965,12,6448,4,4,0
1003,1,5084,70,3,0
35672,11,1285,50,1,0
29111,28,1997,5,0,0
49681,5,3782,91,0,0
87488,28,528,54,4,0
50613,2,704,23,4,0
71892,17,8368,21,1,0
25611,3,306,90,3,0
62251,23,7934,58,4,0
98806,6,6941,23,1,0
43710,17,4545,29,2,0
51600,3,4403,95,2,1
24889,18,2531,6,2,0
63720,9,7708,83,3,1
37950,13,253,38,2,0
74456,21,9179,62,0,1
12370,9,4341,81,4,0
17508,25,2976,8,4,0
74881,19,2568,19,3,0
37790,23,2895,36,3,0
21758,13,9829,54,4,0
6365,16,6599,27,4,0
27098,3,4030,51,3,0
97475,6,701,32,1,0
34461,7,4146,79,3,0
97017,21,7400,43,1,0
30458,13,1791,9,0,0
65258,9,9281,2,3,0
27057,4,5312,14,3,0
25276,10,9777,8,3,0
54562,14,7317,87,4,1
50381,27,5155,52,4,0
32702,17,1640,66,0,0
6485,29,704,98,1,0
5462,23,8251,3,0,0
44209,14,8494,38,2,0
39123,29,8509,97,0,0
94997,26,7519,59,2,0
20339,26,8524,22,3,0
9390,20,1715,1,2,0
85286,12,5150,9,4,0
97824,22,6821,65,1,1
42900,4,4687,51,2,0
45611,28,444,87,2,0
17410,7,623,72,1,0
93530,10,9810,4,2,0
31609,3,1635,47,0,0
38449,16,5569,26,1,0
18483,6,2780,12,3,0
88212,14,9844,82,3,1
40741,2,7099,17,1,0
694,26,2613,1,4,0
97607,25,3556,31,1,0
33782,21,1996,74,4,0
80736,22,1047,87,1,0
62394,20,4477,40,0,0
8586,24,456,18,0,0
78633,27,6116,15,4,0
54632,7,8446,73,0,1
89143,10,6590,26,3,0
15689,24,401,24,2,0
31082,9,363,99,1,0
3951,21,85,10,0,0
44945,27,8500,6,1,0
21259,1,7869,68,2,0
35239,29,3301,62,3,0
57055,20,7465,87,4,1
72757,17,4313,65,1,1
15891,20,5154,39,2,0
51508,24,7320,3,4,0
35516,24,1859,79,4,0
35349,29,3159,39,0,0
3784,20,9448,14,3,0
10531,20,7708,14,3,0
55472,1,4980,39,3,0
53027,25,649,28,1,0
59586,17,8309,87,4,1
6042,10,2694,48,2,0
6359,3,9469,41,3,0
56205,20,7021,81,3,1
56432,28,8657,15,3,0
88178,14,8309,75,3,1
96326,2,4404,91,1,1
28993,13,3412,29,1,0
36760,29,8343,57,1,0
63096,16,683,10,0,0
2479,29,5427,33,1,0
52913,22,9749,1,0,0
24014,20,3108,47,1,0
27921,22,4769,39,2,0
7269,2,3831,29,3,0
27857,28,2883,71,3,0
16768,23,8613,87,4,0
21107,16,4801,82,1,0
16929,8,4523,56,0,0
30573,20,2630,8,4,0
17541,29,6835,4,3,0
15882,20,8216,88,1,0
9596,4,6471,74,1,0
59986,12,3713,50,0,0
12520,19,5316,6,1,0
94676,7,6388,14,0,0
4232,18,8831,84,4,0
26396,9,1683,93,1,0
74690,22,8491,93,1,1
99174,1,9655,15,4,0
10001,26,991,71,0,0
32906,28,7070,35,1,0
16412,29,9662,52,2,0
53277,26,6213,35,1,0
40530,20,654,63,4,0
76167,27,9880,40,4,0
48024,13,2198,72,0,0
30376,20,4800,4,2,0
90241,15,326,55,4,0
4211,15,7016,73,2,0
35294,2,4379,13,3,0
88830,9,5317,86,2,1
21752,3,2012,32,1,0
3144,25,6230,88,1,0
19523,23,1185,63,0,0
31239,24,8103,46,4,0
13037,23,4384,97,3,0
70143,16,136,80,2,0
84777,1,3774,76,0,1
86591,13,5050,81,0,1
20611,8,7352,63,2,0
87889,24,2122,74,3,1
66108,28,114,57,1,0
41398,14,1197,79,1,0
63527,21,4319,81,1,1
95998,21,9449,15,3,0
80207,21,4924,58,0,0
67601,13,2428,26,2,0
6663,20,5841,51,2,0
65120,14,6065,77,0,1
29502,1,185,17,1,0
20549,14,8438,59,0,0
56678,2,2088,89,4,1
52285,9,8725,93,2,1
82377,26,4489,62,3,1
98204,5,784,37,3,0
89851,26,9175,29,2,0
87287,23,2539,27,4,0
10127,3,3527,22,1,0
67258,15,2658,13,3,0
79591,18,3479,97,1,1
16773,4,5859,17,3,0
84849,2,5963,57,4,0
56516,25,8759,66,1,1
32648,4,7674,61,3,0
23974,20,3252,18,4,0
5154,21,9205,27,2,0
49869,1,4258,84,4,0
13112,21,5906,21,2,0
94567,13,1140,29,0,0
17435,13,3007,27,3,0
40758,17,5953,38,2,0
67607,1,1192,81,4,0
40633,15,6194,48,0,0
55591,12,4909,32,3,0
68440,1,3937,71,0,1
88868,16,9874,54,1,0
59431,13,6507,43,2,0
87467,7,8784,35,0,0
80245,28,7323,15,3,0
16308,11,9040,15,1,0
74321,2,9733,48,4,0
72189,22,7532,23,4,0
5100,17,3348,92,3,0
17436,5,3180,33,3,0
77855,16,4416,30,3,0
6572,13,4849,17,3,0
99441,19,8263,59,2,0
7108,12,5643,2,1,0
52192,4,7900,94,4,1
4455,6,8767,29,2,0
61374,29,6051,70,2,1
91514,7,255,44,3,0
73498,2,6357,31,3,0
57543,29,3184,52,2,0
46727,16,183,85,4,0
65800,15,2138,71,1,1
17025,18,2666,18,1,0
77761,26,4615,69,0,1
23157,13,1689,8,1,0
67273,15,5967,48,2,0
70839,15,1891,6,0,0
68002,8,2527,32,4,0
10007,15,13,24,3,0
20526,6,7486,89,4,0
98660,25,450,32,4,0
58628,24,8027,4,4,0
94917,21,8340,16,2,0
36884,5,6714,44,0,0
30074,12,443,1,0,0
33266,17,2996,58,0,0
50959,4,5767,46,2,0
56890,1,8068,65,1,1
34693,27,9816,79,2,0
31523,25,4919,9,0,0
85240,28,7821,3,3,0
52814,28,7431,26,2,0
55931,11,2789,13,4,0
26383,10,9511,19,2,0
15734,12,3045,30,3,0
19520,21,6219,48,1,0
78709,12,1211,91,4,0
52371,12,2775,34,4,0
5065,23,8126,4,4,0
50189,17,6990,56,1,0
94342,25,4817,32,4,0
78561,27,5445,90,1,1
42448,10,9582,26,3,0
2435,27,4577,52,3,0
81356,8,2747,77,3,1
89816,22,1328,93,2,0
26355,14,3747,53,1,0
19046,4,3318,5,1,0
24983,29,5919,66,3,0
35262,5,4005,27,0,0
77991,27,6336,85,3,1
50626,12,6360,49,4,0
23188,17,8818,66,0,0
20199,19,8587,17,3,0
8489,9,3156,29,4,0
68140,28,9469,72,3,1
57214,8,1270,85,4,0
33791,23,6598,3,4,0
60460,7,2955,15,1,0
14960,22,7408,7,1,0
89217,22,5017,28,3,0
66570,3,4997,65,1,1
22795,25,9967,98,3,0
48808,19,3478,62,1,0
69493,16,9865,1,2,0
75756,23,4269,2,1,0
58328,29,3052,75,2,1
44657,28,1090,96,2,0
16166,18,6305,88,0,0
78863,15,5669,27,2,0
50255,12,2590,96,1,1
55018,2,7712,39,2,0
95246,14,3971,46,2,0
36276,16,8963,74,4,0
6050,15,7976,18,2,0
23498,10,6967,46,2,0
72223,1,5092,26,2,0
82697,22,1562,86,4,0
59910,2,3657,51,0,0
28430,12,210,7,0,0
49129,18,7981,86,2,0
76554,19,2825,99,3,1
67799,24,1854,73,4,0
50765,17,9095,17,1,0
28283,2,2557,92,2,0
5380,21,2165,74,4,0
79724,6,2822,51,4,0
10573,23,9763,82,4,0
77814,5,6169,11,1,0
79732,4,3546,95,4,1
86645,28,1426,1,1,0
92054,15,444,34,3,0
21153,1,5107,85,1,0
42340,20,8292,39,0,0
88976,10,5240,72,2,1
3053,14,5934,75,4,0
11254,7,9048,82,2,0
14423,11,7251,53,1,0
95353,4,185,10,1,0
26334,6,1003,62,3,0
64420,2,7018,10,3,0
83637,26,661,21,0,0
5350,5,7513,64,0,0
90795,17,5961,32,0,0
59000,7,1799,27,0,0
98175,15,6338,71,1,1
14777,18,5490,33,2,0
1393,12,6958,61,3,0
75376,16,9974,5,3,0
73609,6,38,56,0,0
33341,27,2637,44,2,0
81213,23,7297,8,3,0
24760,22,2675,53,1,0
22920,17,9283,19,0,0
2176,23,3191,52,0,0
32506,5,7495,57,1,0
86761,17,2582,77,3,1
90727,8,7104,37,4,0
83683,13,7915,8,0,0
91840,5,9884,81,4,1
45804,2,3647,96,2,0
86743,17,2055,30,1,0
88678,19,2803,56,0,0
57453,29,8314,47,1,0
51812,25,2750,79,0,1
43049,18,8129,62,2,0
2164,16,2952,60,0,0
73611,17,7102,41,3,0
15424,25,8307,54,0,0
47552,11,4924,68,4,0
22132,2,1316,74,3,0
12403,14,1360,25,0,0
39527,29,5247,56,0,0
66146,7,2433,63,0,1
48422,1,4929,21,4,0
15683,1,6064,22,3,0
1338,23,4524,89,3,0
32052,21,1487,74,2,0
4570,20,8285,76,0,0
96676,10,5442,49,1,0
22333,9,4191,63,2,0
14171,14,2119,24,0,0
51886,24,2775,51,1,0
19974,4,1524,92,3,0
22887,10,3846,57,2,0
91726,10,8826,96,1,1
78413,3,3960,90,0,1
53206,19,3928,69,2,1
98817,15,4527,44,1,0
87223,9,5893,53,1,0
41195,22,1942,46,4,0
32422,23,2122,5,1,0
5756,8,3039,21,1,0
94585,8,1879,96,3,0
48547,19,4736,87,1,0
81944,29,5463,97,3,1
69906,18,8108,97,2,1
65983,1,63,98,2,0
30850,13,1235,65,0,0
83614,18,1953,32,2,0
3391,5,969,11,0,0
13468,10,8735,52,1,0
12297,10,5737,8,1,0
73025,11,2556,20,0,0
67371,28,1039,98,0,0
48332,9,1243,21,4,0
10208,3,3413,68,0,0
46099,16,7161,95,1,0
83233,20,419,70,0,0
33656,16,2026,15,1,0
86843,24,8753,92,0,1
44964,28,6500,20,0,0
19773,19,5547,49,0,0
15884,7,5312,61,3,0
48820,5,2830,34,4,0
26932,3,6459,36,3,0
56310,19,8595,39,4,0
76055,12,1150,63,3,0
87958,16,9515,34,0,0
74485,29,701,57,4,0
10448,5,3033,24,4,0
67619,27,5797,97,1,1
45793,11,7960,88,1,0
72536,10,3801,47,3,0
43026,15,6060,62,4,0
72751,26,2257,31,0,0
62525,28,8559,12,4,0
81626,24,3604,66,3,1
62386,6,1644,61,1,0
86723,27,20,36,0,0
55538,18,1155,93,2,0
37890,22,1443,71,1,0
62425,1,3404,84,0,1
13249,27,6941,95,1,0
91879,1,3195,15,1,0
70986,22,8594,80,1,1
59783,20,2960,67,1,1
76614,26,3513,69,1,1
60758,24,724,62,1,0
837,22,1300,50,0,0
65975,25,5685,14,3,0
85071,11,7147,62,3,1
42195,5,8127,2,2,0
25632,6,2483,42,2,0
7937,5,2297,53,2,0
23512,16,4146,85,3,0
20505,29,5231,78,2,0
74590,5,6756,95,4,1
36623,23,8542,21,0,0
52876,13,6474,91,4,1
44871,21,685,45,3,0
70327,13,7351,59,4,0
35929,22,5920,6,1,0
17776,29,9753,13,3,0
31578,8,1980,73,4,0
29910,29,4047,26,1,0
49646,5,3049,11,2,0
76737,19,8742,61,4,1
58276,3,6812,14,3,0
33153,26,7109,15,0,0
99870,17,7168,72,2,1
41347,29,4427,45,4,0
66814,24,4371,26,4,0
22806,5,9968,9,3,0
38723,20,7350,3,2,0
99523,5,3976,14,2,0
45563,13,9387,29,2,0
28930,29,6591,26,1,0
17501,18,5177,7,3,0
88196,24,4723,3,3,0
2156,8,9011,17,0,0
52932,20,4886,52,2,0
68750,3,7384,94,0,1
28255,10,1905,29,0,0
11351,21,9191,24,0,0
54815,12,3062,26,0,0
39195,3,3318,73,0,0
76968,9,9446,83,1,1
80846,13,8276,43,3,0
3464,10,4319,25,4,0
77115,7,2453,41,0,0
33293,10,8962,68,4,0
23153,17,2125,21,1,0
8757,13,5568,64,1,0
54531,12,2361,53,0,0
47511,18,5795,12,2,0
96444,13,778,52,1,0
96806,14,2440,96,2,1
78848,22,5588,70,4,1
99348,29,1898,81,4,0
50949,6,5886,2,3,0
59014,6,8952,72,4,1
75096,26,5949,35,4,0
26345,15,3537,68,2,0
42617,27,8492,86,3,0
40013,6,249,9,1,0
94892,15,7102,45,3,0
15019,26,8412,19,0,0
23155,11,4001,74,1,0
14342,11,50,3,2,0
43678,28,4672,70,1,0
66050,29,1105,51,4,0
38479,15,5466,76,0,0
31776,9,8261,4,3,0
55635,9,9657,31,2,0
90918,26,6834,17,3,0
85805,2,8536,75,2,1
60986,23,1346,60,2,0
76837,15,6648,85,2,1
27432,11,1947,88,4,0
68996,26,8113,17,1,0
38337,8,7111,70,3,0
37860,15,8815,97,3,0
23302,23,2373,5,3,0
9460,21,6452,14,1,0
14720,8,3810,1,4,0
5127,19,4261,93,4,0
9112,28,1875,12,3,0
37092,7,3199,98,2,0
92330,17,1211,3,4,0
20601,6,5430,93,1,0
45589,22,9886,23,4,0
66011,26,7414,47,4,0
20343,23,5013,21,0,0
20084,19,6591,14,2,0
49846,18,4732,34,4,0
42132,6,5749,69,0,0
35888,19,8054,1,4,0
11022,27,9588,3,1,0
32700,1,8168,17,4,0
86065,5,2234,56,2,0
71995,29,4198,54,2,0
59081,21,616,45,1,0
42036,29,9509,67,3,0
81882,5,8110,79,3,1
13417,27,3466,96,0,0
35639,12,2601,15,3,0
29469,22,306,52,3,0
1058,26,5271,44,4,0
69174,22,7021,95,3,1
59415,3,9027,78,1,1
12542,19,9725,60,1,0
19604,15,6729,68,2,0
87187,8,113,1,4,0
24834,18,1804,48,0,0
84318,15,1543,92,0,0
78182,11,8767,6,2,0
99905,27,3575,18,4,0
19675,29,7477,26,2,0
90488,29,8067,31,2,0
45137,27,1121,33,1,0
10815,12,3371,31,4,0
37175,12,4497,15,1,0
56243,4,2414,89,3,1
11052,2,8465,58,1,0
32364,2,5208,62,2,0
9908,11,5578,55,3,0
9033,16,6388,50,0,0
21983,3,207,52,1,0
15480,5,6862,79,1,0
51419,9,7980,39,4,0
54908,24,9849,90,3,1
56252,16,6640,10,0,0
23997,3,7387,60,2,0
19150,6,4742,15,4,0
44946,13,9038,53,1,0
39073,23,8236,52,2,0
62267,20,5777,89,3,1
43285,27,9558,56,2,0
56296,22,5548,42,4,0
25161,28,3631,76,0,0
19452,6,1580,15,3,0
98454,21,5154,77,2,1
53552,4,2156,7,1,0
26290,24,8599,52,0,0
49074,16,5413,18,3,0
37777,2,9822,63,2,0
29792,7,2225,1,0,0
24185,29,6542,92,4,0
68419,6,2809,4,2,0
97492,2,4819,20,2,0
78411,25,3343,38,3,0
94620,15,7148,35,1,0
23486,22,2046,14,2,0
94340,20,8449,34,2,0
32507,10,1284,36,4,0
55197,9,8551,80,1,1
85207,20,9418,62,1,1
8569,16,3545,48,0,0
76018,21,4365,21,0,0
27356,14,4371,48,3,0
43299,5,1055,74,1,0
63694,7,2670,20,1,0
13038,22,9298,64,1,0
16389,23,8001,55,1,0
82148,6,4327,9,0,0
68038,16,3557,52,1,0
43107,1,4356,87,2,0
26647,9,3904,30,4,0
78511,1,1295,89,1,0
31753,10,3246,53,1,0
88736,8,2939,67,1,1
29878,12,9583,60,2,0
94599,21,8054,48,1,0
41250,13,7972,24,0,0
51773,21,2706,15,2,0
62978,28,4232,29,4,0
68660,24,1265,88,1,0
72223,18,1252,31,1,0
9317,10,1219,94,3,0
50922,12,4444,15,4,0
52062,14,6275,50,4,0
84959,22,945,23,3,0
38833,14,6349,91,3,0
61894,13,1213,56,1,0
92108,13,536,29,2,0
76455,18,950,53,0,0
98947,29,4225,63,2,1
84266,13,8269,65,4,1
4701,3,4334,24,0,0
17939,10,7437,73,3,0
40954,3,1847,63,1,0
61894,2,2895,73,0,1
59361,7,1682,79,1,0
87291,23,6284,23,4,0
68961,26,3144,94,1,1
12517,5,1782,68,4,0
61430,11,2669,72,4,1
67882,16,6654,27,3,0
73285,26,889,87,0,0
41659,15,2531,68,3,0
48072,17,9951,38,1,0
3669,27,4330,6,3,0
92274,4,441,56,2,0
3924,21,7616,26,1,0
1410,2,9820,13,1,0
66113,23,8907,13,2,0
98912,24,382,29,4,0
29958,19,9911,77,4,0
92303,14,7718,62,0,1
1876,8,2285,5,4,0
1433,22,1201,3,3,0
55433,14,1455,14,2,0
89993,15,6828,70,0,1
892,16,1268,15,1,0
84710,3,293,81,4,0
83668,20,5172,30,2,0
72346,14,3853,84,1,1
9854,25,7049,41,3,0
17645,6,979,6,1,0
25458,17,5130,10,1,0
76781,9,2456,19,0,0
11547,3,4650,12,1,0
95994,20,5254,53,1,0
95117,2,2590,9,2,0
269,2,3240,88,0,0
77044,29,4836,50,3,0
61204,9,6845,83,0,1
59045,8,5381,54,4,0
32979,16,593,91,3,0
92651,8,1239,96,2,0
92626,18,3599,92,1,1
42011,20,6408,19,2,0
98629,25,3012,31,2,0
49350,19,9003,29,1,0
68335,14,5918,94,3,1
32571,9,3887,88,1,0
13798,23,5579,74,1,0
11271,28,6014,29,2,0
13400,13,2681,90,3,0
19432,20,1102,14,4,0
25467,15,9971,65,1,0
58709,19,8936,3,1,0
71985,26,7549,72,0,1
87450,23,6776,80,1,1
45688,10,2873,25,0,0
20256,16,5295,54,3,0
63079,2,5092,85,4,1
57567,21,624,85,3,0
76964,26,9848,2,0,0
76122,25,2093,18,0,0
17037,9,1113,90,4,0
89117,4,1315,38,2,0
79198,9,8291,50,4,0
21067,10,5521,65,4,0
25152,26,5432,93,0,0
83725,6,1221,98,2,0
98220,6,9384,41,0,0
60687,26,5480,67,4,1
3190,2,5169,80,3,0
33841,2,6093,91,2,0
12184,20,3743,15,0,0
865,20,8965,7,1,0
73371,11,8037,45,3,0
90005,2,3284,68,4,1
58491,29,3440,48,4,0
67546,29,3514,36,1,0
76770,9,3336,58,0,0
72692,23,2754,70,4,1
14334,5,3377,64,1,0
43125,10,330,44,0,0
59934,13,4540,42,2,0
5464,2,4447,87,0,0
40175,13,3660,19,0,0
58285,17,7593,10,3,0
1458,15,8220,4,3,0
16346,1,8442,98,0,0
11401,12,892,85,1,0
54535,5,4193,1,4,0
24937,5,1794,69,1,0
24332,19,6645,47,4,0
26415,5,3138,59,3,0
69790,27,9589,10,4,0
78159,2,4314,15,0,0
85741,22,7912,89,4,1
18155,21,5589,22,0,0
36875,18,3990,30,0,0
51984,3,1322,5,2,0
91740,6,7102,32,4,0
57077,14,3482,53,3,0
51018,28,7164,39,2,0
16643,13,5327,18,2,0
80643,8,5000,35,4,0
13281,3,3406,21,0,0
48117,2,5849,34,3,0
23042,28,5273,74,0,0
28768,21,3748,82,1,0
58534,14,1608,95,2,0
56405,6,6734,67,0,1
94991,14,403,64,2,0
46508,7,2926,50,0,0
33639,25,7372,6,1,0
73803,21,1152,67,1,0
26907,23,3945,68,1,0
19153,29,2114,34,2,0
89247,22,423,44,1,0
94343,19,91,45,3,0
55288,23,3806,89,2,1
49349,8,4627,41,1,0
70783,4,80,51,1,0
13001,16,2570,73,3,0
81885,4,2624,19,3,0
7585,13,740,89,3,0
90253,21,3879,30,4,0
20981,11,5231,21,1,0
8797,25,4816,66,2,0
65892,25,7348,37,0,0
67702,14,8643,2,4,0
61172,28,8274,97,0,1
55678,23,5436,83,3,1
42239,24,5834,84,0,0
13240,14,117,26,3,0
98222,23,5831,17,1,0
47387,20,2123,58,2,0
92762,27,1587,75,3,0
74462,12,7976,67,1,1
19295,6,5528,93,1,0
79797,14,5074,2,0,0
92549,9,5801,75,2,1
43130,6,6316,67,3,0
43905,23,2729,20,2,0
96838,4,9309,10,2,0
58304,6,9192,8,0,0
20169,17,7763,63,0,0
23794,13,287,21,2,0
97761,2,6587,16,4,0
22358,27,8149,12,3,0
8544,12,1236,49,4,0
87577,7,5353,49,2,0
43981,4,2262,26,1,0
13179,8,6896,76,0,0
93030,22,863,48,3,0
45664,16,7370,90,4,0
93416,11,847,70,2,0
85303,2,3324,62,1,1
10063,16,8211,98,0,0
15537,24,28,48,4,0
61997,17,3949,48,0,0
62523,4,6173,60,4,0
21405,16,2327,27,2,0
9834,17,6838,68,1,0
63501,10,7355,44,1,0
36780,29,1893,8,4,0
34289,7,8583,9,2,0
26545,17,5618,44,1,0
5405,28,9709,14,0,0
63190,26,9346,75,0,1
42742,7,6098,13,4,0
6778,26,5021,72,1,0
9778,25,4865,28,0,0
81313,15,6382,78,1,1
77381,27,9887,70,0,1
37224,5,5455,15,3,0
69710,5,907,43,1,0
32057,9,943,30,2,0
19793,15,2107,64,2,0
35806,20,1376,58,0,0
10115,21,2349,54,3,0
96455,21,480,31,4,0
51187,14,5758,46,0,0
65723,25,8765,46,2,0
91937,3,2641,42,4,0
68057,4,4299,47,1,0
35342,2,7959,61,4,0
13680,1,5831,96,1,0
96521,20,8620,64,4,1
13627,28,107,82,1,0
67539,2,3571,1,2,0
22869,10,6066,60,0,0
45974,16,3578,39,4,0
69528,9,4322,17,0,0
16219,10,5829,40,4,0
75823,7,6669,4,1,0
58095,1,5915,50,4,0
15476,8,6688,84,2,0
5492,2,8995,99,1,0
793,18,8624,33,0,0
74810,25,3045,27,0,0
53176,27,3313,10,3,0
66103,25,9538,15,3,0
37589,28,9204,14,1,0
47653,2,1487,12,0,0
29533,14,9584,43,1,0
35371,16,7056,83,0,0
82419,22,1540,10,2,0
41296,18,4911,32,3,0
55404,4,4125,16,3,0
25336,15,450,59,2,0
56537,28,2302,31,0,0
58170,28,7217,65,1,1
48634,16,8608,83,0,0
95647,12,7922,32,2,0
1194,5,9640,85,2,0
58652,15,4935,37,2,0
95452,21,3895,41,0,0
3063,1,3043,34,3,0
11326,19,1733,63,4,0
70747,10,7803,13,4,0
54120,26,1082,59,3,0
9443,27,717,86,4,0
88804,22,4095,53,3,0
88174,26,4843,40,2,0
54303,19,8710,28,4,0
15129,16,7148,17,0,0
22061,20,8974,26,4,0
68052,27,6169,80,3,1
5939,1,8407,11,1,0
44835,18,1583,44,4,0
81557,5,2428,90,2,1
4453,25,5376,19,1,0
57398,1,2238,91,4,1
80730,20,9443,69,3,1
6644,21,1695,22,2,0
49394,18,6653,10,4,0
47746,5,9836,28,1,0
8563,25,2370,38,0,0
85194,2,883,40,2,0
25507,25,3172,16,0,0
88752,27,6373,91,1,1
73198,1,5901,30,4,0
689,13,8775,72,1,0
84010,20,1259,31,2,0
52990,28,8737,53,4,0
65323,1,638,41,2,0
15928,9,9813,89,1,0
32122,11,9492,25,1,0
